,class,tax_order,family,genus,genus sp.
605,Actinopterygii,Siluriformes,Clariidae,Clarias,Clarias ngamensis
606,Actinopterygii,Perciformes,Belonidae,Belone,Belone belone
607,Actinopterygii,Characiformes,Hepsetidae,Hepsetus,Hepsetus odoe
608,Actinopterygii,Perciformes,Labridae,Ctenolabrus,Ctenolabrus rupestris
609,Actinopterygii,Pleuronectiformes,Bothidae,Paralichthys,Paralichthys orbignyanus
610,Actinopterygii,Perciformes,Sillaginidae,Sillago,Sillago japonica
611,Actinopterygii,Perciformes,Cichlidae,Oreochromis,Oreochromis mossambicus X urolepis
612,Actinopterygii,Siluriformes,Ictaluridae,Platycephalus,Platycephalus bassensis
613,Actinopterygii,Perciformes,Gobiidae,Bathygobius,Bathygobius fuscus
614,Actinopterygii,Perciformes,Haemulidae,Orthopristis,Orthopristis ruber
615,Actinopterygii,Perciformes,Sparidae,Acanthopagrus,Acanthopagrus australis
616,Actinopterygii,Perciformes,Cichlidae,Cichlasoma,Cichlasoma managuense
617,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,Hippoglossus hippoglossus
618,Actinopterygii,Perciformes,Nototheniidae,Trematomus,Trematomus bernacchii
619,Actinopterygii,Cypriniformes,Cyprinidae,Opsopoeodus,Opsopoeodus emiliae
620,Actinopterygii,Perciformes,Haemulidae,Parapristipoma,Parapristipoma trilineatum
621,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,Sebastes schlegelii
622,Actinopterygii,Siluriformes,Ariidae,Nemapteryx,Nemapteryx nenga
623,Actinopterygii,Perciformes,Channidae,Channa,Channa stewartii
624,Actinopterygii,Perciformes,Cichlidae,Tilapia,Tilapia macrochir
625,Actinopterygii,Perciformes,Cichlidae,Tilapia,Tilapia pangani
626,Actinopterygii,Cypriniformes,Cyprinidae,Garra,Garra gotyla
627,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Aphyosemion,Aphyosemion gardneri
628,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus adscensionis
629,Actinopterygii,Perciformes,Serranidae,Cephalopholis,Cephalopholis cruentata
630,Actinopterygii,Perciformes,Lutjanidae,Ocyurus,Ocyurus chrysurus
631,Actinopterygii,Siluriformes,Bagridae,Chrysichthys,Chrysichthys auratus
632,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Fundulus,Fundulus sp.
633,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lampetra,Lampetra fluviatilis
634,Actinopterygii,Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus kitt
635,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,Notropis ludibundis
636,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,Acipenser transmontanus
637,Actinopterygii,Esociformes,Esocidae,Esox,Esox americanus
638,Actinopterygii,Perciformes,Teraponidae,Pelsartia,Pelsartia humeralis
639,Actinopterygii,Cypriniformes,Cyprinidae,Phoxinus,Phoxinus neogaeus
640,Actinopterygii,Characiformes,Characidae,Paracheirodon,Paracheirodon axelrodi
641,Actinopterygii,Perciformes,Percichthyidae,Macquaria,Macquaria novemaculeata
642,Actinopterygii,Cypriniformes,Catostomidae,Myxocyprinus,Myxocyprinus asiaticus
643,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,Coregonus artedii
644,Actinopterygii,Cypriniformes,Cyprinidae,Acrossocheilus,Acrossocheilus paradoxus
645,Actinopterygii,Cypriniformes,Cyprinidae,Orthodon,Orthodon microlepidotus
646,Actinopterygii,Cypriniformes,Catostomidae,Catostomus,Catostomus latipinnis
647,Actinopterygii,Siluriformes,Bagridae,Hemibagrus,Hemibagrus nemurus
648,Actinopterygii,Siluriformes,Loricariidae,Hypostomus,Hypostomus plecostomus
649,Actinopterygii,Cypriniformes,Cyprinidae,Puntius,Puntius tetrazona
650,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon herbertaxelrodi
651,Actinopterygii,Perciformes,Cichlidae,Pterophyllum,Pterophyllum scalare
652,Actinopterygii,Perciformes,Gobiidae,Periophthalmus,Periophthalmus dipus
653,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon sovichthys
654,Myxini,Myxiniformes,Myxinidae,Myxine,Myxine glutinosa
655,Actinopterygii,Cypriniformes,Catostomidae,Deltistes,Deltistes luxatus
656,Actinopterygii,Cypriniformes,Catostomidae,Chasmistes,Chasmistes brevirostris
657,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Carassius cuvieri
658,Actinopterygii,Atheriniformes,Atherinidae,Austromenidia,Austromenidia laticlavia
659,Actinopterygii,Osmeriformes,Galaxiidae,Galaxias,Galaxias fasciatus
660,Actinopterygii,Perciformes,Eleotridae,Gobiomorphus,Gobiomorphus cotidianus
661,Actinopterygii,Osmeriformes,Retropinnidae,Retropinna,Retropinna retropinna
662,Actinopterygii,Perciformes,Eleotridae,Gobiomorphus,Gobiomorphus huttoni
663,Actinopterygii,Anguilliformes,Anguillidae,Anguilla,Anguilla dieffenbachii
664,Actinopterygii,Anguilliformes,Anguillidae,Anguilla,Anguilla australis
665,Actinopterygii,Cypriniformes,Cyprinidae,Leuciscus,Leuciscus leuciscus
666,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus ogac
667,Actinopterygii,Gadiformes,Gadidae,Eleginus,Eleginus navaga
668,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus
669,Actinopterygii,Perciformes,Cichlidae,Heros,Heros severus
670,Actinopterygii,Characiformes,Characidae,Macropsobrycon,Macropsobrycon uruguayanae
671,Actinopterygii,Siluriformes,Pimelodidae,Lophiosilurus,Lophiosilurus alexandri
672,Actinopterygii,Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus zonatus
673,Actinopterygii,Pleuronectiformes,Soleidae,Solea,Solea senegalensis
674,Actinopterygii,Perciformes,Centrarchidae,Enneacanthus,Enneacanthus chaetodon
675,Actinopterygii,Characiformes,Characidae,Aphyocharax,Aphyocharax rubripinnis
676,Actinopterygii,Cypriniformes,Cyprinidae,Puntius,Puntius cumingii
677,Actinopterygii,Perciformes,Sparidae,Sparus,Sparus sp.
678,Actinopterygii,Siluriformes,Clariidae,Clarias,Clarias albopunctatus
679,Actinopterygii,Characiformes,Characidae,Paracheirodon,Paracheirodon innesi
680,Actinopterygii,Perciformes,Gobiidae,Apocryptes,Apocryptes bato
681,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Danio aequipinnatus
682,Actinopterygii,Characiformes,Characidae,Piaractus,Piaractus mesopotamicus
683,Actinopterygii,Characiformes,Curimatidae,Prochilodus,Prochilodus scrofa
684,Actinopterygii,Perciformes,Percidae,Etheostoma,Etheostoma rubrum
685,Actinopterygii,Perciformes,Percidae,Etheostoma,Etheostoma lepidum
686,Actinopterygii,Acipenseriformes,Acipenseridae,Scaphirhynchus,Scaphirhynchus platorynchus
687,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poeciliopsis,Poeciliopsis occidentalis
688,Actinopterygii,Beloniformes,Adrianichthyidae,Oryzias,Oryzias sp.
689,Actinopterygii,Salmoniformes,Salmonidae,Salmo,Salmo sp.
690,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius iberus
691,Actinopterygii,Perciformes,Teraponidae,Hephaestus,Hephaestus carbo
692,Actinopterygii,Perciformes,Percidae,Etheostoma,Etheostoma fonticola
693,Actinopterygii,Cypriniformes,Cyprinidae,Gobiocypris,Gobiocypris rarus
694,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Fundulus,Fundulus kansae
695,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,Salvelinus confluentus
696,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,Cyprinodon bovinus
697,Actinopterygii,Siluriformes,Mochokidae,Synodontis,Synodontis eupterus
698,Actinopterygii,Scorpaeniformes,Cottidae,Taurulus,Taurulus bubalis
699,Actinopterygii,Gadiformes,Gadidae,Pollachius,Pollachius pollachius
700,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,Myoxocephalus octodecemspinosus
701,Actinopterygii,Cypriniformes,Cyprinidae,Erimonax,Erimonax monachus
702,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus
703,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,Acipenser brevirostrum
704,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,Notropis mekistocholas
705,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,Acipenser oxyrhynchus
706,Actinopterygii,Siluriformes,Ictaluridae,Ictalurus,Ictalurus platycephalus
707,Actinopterygii,Pleuronectiformes,Pleuronectidae,Limanda,Limanda punctatissima
708,Actinopterygii,Cypriniformes,Cyprinidae,Pogonichthys,Pogonichthys macrolepidotus
709,Actinopterygii,Perciformes,Gobiidae,Boleophthalmus,Boleophthalmus boddarti
710,Actinopterygii,Perciformes,Gobiidae,Periophthalmodon,Periophthalmodon schlosseri
711,Actinopterygii,Characiformes,Erythrinidae,Hoplias,Hoplias malabaricus
712,Actinopterygii,Siluriformes,Heptapteridae,Rhamdia,Rhamdia quelen
713,Actinopterygii,Perciformes,Cichlidae,Aulonocara,Aulonocara jacobfreibergi
714,Actinopterygii,Characiformes,Characidae,Brycon,Brycon cephalus
715,Actinopterygii,Osmeriformes,Galaxiidae,Galaxias,Galaxias truttaceus
716,Actinopterygii,Perciformes,Labridae,Symphodus,Symphodus melops
717,Actinopterygii,Perciformes,Siganidae,Siganus,Siganus guttatus
718,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus coioides
719,Actinopterygii,Atheriniformes,Atherinopsidae,Odontesthes,Odontesthes regia
720,Actinopterygii,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma barbata
721,Actinopterygii,Cypriniformes,Cyprinidae,Candidia,Candidia barbatus
722,Actinopterygii,Atheriniformes,Atherinopsidae,Odontesthes,Odontesthes bonariensis
723,Actinopterygii,Cyprinodontiformes,Rivulidae,Cynopoecilus,Cynopoecilus melanotaenia
724,Actinopterygii,Mugiliformes,Mugilidae,Liza,Liza carinata
725,Actinopterygii,Gymnotiformes,Apteronotidae,Apteronotus,Apteronotus leptorhynchus
726,Actinopterygii,Gadiformes,Gadidae,Theragra,Theragra chalcogramma
727,Actinopterygii,Cypriniformes,Cyprinidae,Barbonymus,Barbonymus gonionotus
728,Actinopterygii,Tetraodontiformes,Tetraodontidae,Takifugu,Takifugu rubripes
729,Actinopterygii,Siluriformes,Callichthyidae,Corydoras,Corydoras paleatus
730,Actinopterygii,Pleuronectiformes,Bothidae,Paralichthys,Paralichthys sp.
731,Actinopterygii,Perciformes,Cichlidae,Tilapia,Tilapia guineensis
732,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia yucatana
733,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,Pomacentrus amboinensis
734,Actinopterygii,Perciformes,Eleotridae,Hypseleotris,Hypseleotris klunzingeri
735,Actinopterygii,Characiformes,Anostomidae,Leporinus,Leporinus obtusidens
736,Actinopterygii,Tetraodontiformes,Tetraodontidae,Sphoeroides,Sphoeroides sp.
737,Actinopterygii,Siluriformes,Clariidae,Clarias,Clarias submarginatus
738,Actinopterygii,Perciformes,Scombridae,Thunnus,Thunnus albacares
739,Actinopterygii,Perciformes,Gobiidae,Boleophthalmus,Boleophthalmus sp.
740,Actinopterygii,Siluriformes,Clariidae,Heterobranchus,Heterobranchus longifilis
741,Actinopterygii,Perciformes,Siganidae,Siganus,Siganus rivulatus
742,Actinopterygii,Perciformes,Mullidae,Parupeneus,Parupeneus barberinus
743,Actinopterygii,Siluriformes,Callichthyidae,Hoplosternum,Hoplosternum littorale
744,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,Amphiprion clarkii
745,Actinopterygii,Characiformes,Characidae,Astyanax,Astyanax sp.
746,Actinopterygii,Cyprinodontiformes,Anablepidae,Jenynsia,Jenynsia multidentata
747,Actinopterygii,Characiformes,Characidae,Metynnis,Metynnis lippincottianus
748,Actinopterygii,Cypriniformes,Balitoridae,Nemacheilus,Nemacheilus angorae
749,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys sordidus
750,Actinopterygii,Batrachoidiformes,Batrachoididae,Porichthys,Porichthys notatus
751,Chondrichthyes,Rajiformes,Rajidae,Raja,Raja rhina
752,Actinopterygii,Perciformes,Sparidae,Rhabdosargus,Rhabdosargus sarba
753,Actinopterygii,Acipenseriformes,Acipenseridae,Scaphirhynchus,Scaphirhynchus albus
754,Actinopterygii,Characiformes,Hemiodontidae,Apareiodon,Apareiodon affinis
755,Actinopterygii,Perciformes,Gobiidae,Gobius,Gobius paganellus
756,Actinopterygii,Characiformes,Characidae,Metynnis,Metynnis orinocensis
757,Actinopterygii,Siluriformes,Pimelodidae,Pseudoplatystoma,Pseudoplatystoma corruscans
758,Actinopterygii,Osmeriformes,Osmeridae,Osmerus,Osmerus eperlanus
759,Actinopterygii,Cypriniformes,Cobitidae,Paramisgurnus,Paramisgurnus dabryanus
760,Actinopterygii,Cypriniformes,Cyprinidae,Lavinia,Lavinia exilicauda
761,Actinopterygii,Siluriformes,Loricariidae,Ancistrus,Ancistrus multispinis
762,Actinopterygii,Perciformes,Centrarchidae,Enneacanthus,Enneacanthus sp.
763,Actinopterygii,Cyprinodontiformes,Fundulidae,Lucania,Lucania goodei
764,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Fundulus,Fundulus chrysotus
765,Actinopterygii,Perciformes,Centrarchidae,Centrarchus,Centrarchus macropterus
766,Actinopterygii,Perciformes,Gobiidae,Pomatoschistus,Pomatoschistus sp.
767,Actinopterygii,Perciformes,Gobiidae,Glossogobius,Glossogobius sp.
768,Actinopterygii,Cypriniformes,Cyprinidae,Amblypharyngodon,Amblypharyngodon mola
769,Actinopterygii,Synbranchiformes,Mastacembelidae,Mastacembelus,Mastacembelus armatus
770,Actinopterygii,Cypriniformes,Cyprinidae,Cirrhinus,Cirrhinus cirrhosus
771,Actinopterygii,Cypriniformes,Cyprinidae,Puntius,Puntius sp.
772,Actinopterygii,Osteoglossiformes,Notopteridae,Chitala,Chitala chitala
773,Actinopterygii,Perciformes,Stromateidae,Peprilus,Peprilus triacanthus
774,Actinopterygii,Perciformes,Coryphaenidae,Coryphaena,Coryphaena hippurus
775,Actinopterygii,Beloniformes,Adrianichthyidae,Oryzias,Oryzias javanicus
776,Actinopterygii,Perciformes,Cichlidae,Caquetaia,Caquetaia kraussii
777,Actinopterygii,Perciformes,Rachycentridae,Rachycentron,Rachycentron canadum
778,Actinopterygii,Characiformes,Characidae,Colossoma,Colossoma macropomum
779,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus malabaricus
780,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus sp.
781,Actinopterygii,Perciformes,Gobiidae,Periophthalmus,Periophthalmus waltoni
782,Actinopterygii,Cypriniformes,Cyprinidae,Hybognathus,Hybognathus amarus
783,Actinopterygii,Cypriniformes,Cyprinidae,Hemibarbus,Hemibarbus mylodon
784,Actinopterygii,Cyprinodontiformes,Goodeidae,Girardinichthys,Girardinichthys viviparus
785,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,Notropis topeka
786,Actinopterygii,Perciformes,Pomacentridae,Chromis,Chromis viridis
787,Actinopterygii,Perciformes,Pomacentridae,Dascyllus,Dascyllus aruanus
788,Actinopterygii,Perciformes,Sparidae,Acanthopagrus,Acanthopagrus butcheri
789,Actinopterygii,Perciformes,Cichlidae,Oreochromis,Oreochromis sp.
790,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,Acipenser sinensis
791,Actinopterygii,Gasterosteiformes,Syngnathidae,Syngnathus,Syngnathus scovelli
792,Actinopterygii,Characiformes,Characidae,Cheirodon,Cheirodon interruptus
793,Actinopterygii,Cypriniformes,Cyprinidae,Garra,Garra rufa
794,Actinopterygii,Perciformes,Mullidae,Mullus,Mullus barbatus
795,Actinopterygii,Cypriniformes,Cyprinidae,Gila,Gila cypha
796,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lampetra,Lampetra tridentata
797,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,Acipenser persicus
798,Actinopterygii,Gasterosteiformes,Syngnathidae,Hippocampus,Hippocampus abdominalis
799,Actinopterygii,Cypriniformes,Cyprinidae,Rasbora,Rasbora caverii
800,Actinopterygii,Gymnotiformes,Sternopygidae,Sternopygus,Sternopygus sp.
801,Actinopterygii,Perciformes,Latridae,Latris,Latris lineata
802,Actinopterygii,Siluriformes,Siluridae,Silurus,Silurus meridionalis
803,Actinopterygii,Tetraodontiformes,Tetraodontidae,Takifugu,Takifugu obscurus
804,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronichthys,Pleuronichthys verticalis
805,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastiscus,Sebastiscus marmoratus
806,Actinopterygii,Perciformes,Lateolabracidae,Lateolabrax,Lateolabrax japonicus
807,Actinopterygii,Cypriniformes,Cyprinidae,Alburnus,Alburnus tarichi
808,Actinopterygii,Characiformes,Characidae,Brycon,Brycon amazonicus
809,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinella,Cyprinella leedsi
810,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Fundulus,Fundulus seminolis
811,Actinopterygii,Osmeriformes,Osmeridae,Hypomesus,Hypomesus transpacificus
812,Actinopterygii,Perciformes,Blenniidae,Hypsoblennius,Hypsoblennius ionthas
813,Actinopterygii,Gasterosteiformes,Syngnathidae,Syngnathus,Syngnathus abaster
814,Actinopterygii,Siluriformes,Clariidae,Clarias,Clarias gariepinus X macrocephalus
815,Actinopterygii,Perciformes,Pomacentridae,Acanthochromis,Acanthochromis polyacanthus
816,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,Chirostoma jordani
817,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus sp.
818,Actinopterygii,Siluriformes,Pangasiidae,Pangasius,Pangasius hypophthalmus
819,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,Barbus grypus
820,Actinopterygii,Cyprinodontiformes,Poeciliidae,Phalloceros,Phalloceros caudimaculatus
821,Actinopterygii,Cypriniformes,Cyprinidae,Capoeta,Capoeta capoeta
822,Actinopterygii,Characiformes,Characidae,Piaractus,Piaractus brachypomus
823,Actinopterygii,Cyprinodontiformes,Goodeidae,Goodea,Goodea atripinnis
824,Actinopterygii,Osmeriformes,Galaxiidae,Galaxias,Galaxias anomalus
825,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,Coregonus albula
826,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon erythrostigma
827,Actinopterygii,Characiformes,Lebiasinidae,Nannostomus,Nannostomus unifasciatus
828,Actinopterygii,Siluriformes,Loricariidae,Otocinclus,Otocinclus affinis
829,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon eques
830,Actinopterygii,Perciformes,Percidae,Sander,Sander sp.
831,Actinopterygii,Siluriformes,Pangasiidae,Pangasianodon,Pangasianodon hypophthalmus
832,Actinopterygii,Perciformes,Cichlidae,Rocio,Rocio octofasciata
833,Actinopterygii,Perciformes,Gobiidae,Synechogobius,Synechogobius hasta
834,Actinopterygii,Synbranchiformes,Synbranchidae,Synbranchus,Synbranchus marmoratus
835,Actinopterygii,Semionotiformes,Lepisosteidae,Atractosteus,Atractosteus tropicus
836,Actinopterygii,Cypriniformes,Cyprinidae,Probarbus,Probarbus jullieni
837,Actinopterygii,Cypriniformes,Cyprinidae,Barbodes,Barbodes carnaticus
838,Actinopterygii,Siluriformes,Heptapteridae,Rhamdia,Rhamdia sp.
839,Actinopterygii,Gymnotiformes,Apteronotidae,Apteronotus,Apteronotus albifrons
840,Actinopterygii,Perciformes,Sparidae,Evynnis,Evynnis japonica
841,Actinopterygii,Cypriniformes,Cyprinidae,Capoeta,Capoeta fusca
842,Actinopterygii,Gymnotiformes,Gymnotidae,Gymnotus,Gymnotus carapo
843,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia wingei
844,Actinopterygii,Cypriniformes,Cyprinidae,Tinca,Tinca sp.
845,Actinopterygii,Cypriniformes,Cyprinidae,Puntius,Puntius chola
846,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinella,Cyprinella venusta
847,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinella,Cyprinella sp.
848,Actinopterygii,Perciformes,Cichlidae,Parachromis,Parachromis dovii
849,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,Acipenser schrenckii
850,Actinopterygii,Cypriniformes,Cyprinidae,Rasbora,Rasbora sumatrana
851,Actinopterygii,Perciformes,Centropomidae,Centropomus,Centropomus parallelus
852,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,Acipenser medirostris
853,Actinopterygii,Siluriformes,Bagridae,Pelteobagrus,Pelteobagrus fulvidraco
854,Actinopterygii,Cypriniformes,Cyprinidae,Megalobrama,Megalobrama amblycephala
855,Actinopterygii,Cypriniformes,Cyprinidae,Puntius,Puntius parrah
856,Actinopterygii,Perciformes,Labridae,Thalassoma,Thalassoma pavo
857,Actinopterygii,Perciformes,Percidae,Etheostoma,Etheostoma rufilineatum
858,Actinopterygii,Osmeriformes,Galaxiidae,Galaxias,Galaxias sp.
859,Actinopterygii,Perciformes,Cichlidae,Oreochromis,Oreochromis spilurus
860,Actinopterygii,Siluriformes,Tachysuridae,Tachysurus,Tachysurus fulvidraco
861,Actinopterygii,Cypriniformes,Cyprinidae,Couesius,Couesius plumbeus
862,Actinopterygii,Perciformes,Sparidae,Diplodus,Diplodus cervinus
863,Actinopterygii,Perciformes,Sparidae,Acanthopagrus,Acanthopagrus latus
864,Actinopterygii,Cypriniformes,Cyprinidae,Mylopharyngodon,Mylopharyngodon piceus
865,Actinopterygii,Cypriniformes,Cyprinidae,Plagiognathops,Plagiognathops microlepis
866,Actinopterygii,Cypriniformes,Cyprinidae,Chanodichthys,Chanodichthys erythropterus
867,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,Labeo niloticus
868,Actinopterygii,Perciformes,Carangidae,Seriola,Seriola lalandi
869,Actinopterygii,Cypriniformes,Cyprinidae,Puntigrus,Puntigrus tetrazona
870,Actinopterygii,Characiformes,Characidae,Hemigrammus,Hemigrammus erythrozonus
871,Actinopterygii,Cypriniformes,Cyprinidae,Megarasbora,Megarasbora elanga
872,Actinopterygii,Siluriformes,Clariidae,Heterobranchus,Heterobranchus bidorsalis
873,Actinopterygii,Cypriniformes,Cyprinidae,Mesopotamichthys,Mesopotamichthys sharpeyi
874,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,Notropis maculatus
875,Actinopterygii,Siluriformes,Pimelodidae,Pseudoplatystoma,Pseudoplatystoma sp.
876,Actinopterygii,Perciformes,Labridae,Coris,Coris julis
877,Actinopterygii,Cypriniformes,Cyprinidae,Rhodeus,Rhodeus ocellatus
878,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes,Sebastes caurinus
879,Actinopterygii,Gadiformes,Macrouridae,Trachyrincus,Trachyrincus scabrus
880,Actinopterygii,Gadiformes,Moridae,Mora,Mora moro
881,Actinopterygii,Ophidiiformes,Bythitidae,Cataetyx,Cataetyx laticeps
882,Actinopterygii,Osmeriformes,Alepocephalidae,Alepocephalus,Alepocephalus rostratus
883,Actinopterygii,Atheriniformes,Atherinidae,Craterocephalus,Craterocephalus marianae
884,Actinopterygii,Atheriniformes,Melanotaeniidae,Pseudomugil,Pseudomugil tenellus
885,Actinopterygii,Perciformes,Centropomidae,Ambassis,Ambassis macleayi
886,Actinopterygii,Cyprinodontiformes,Goodeidae,Chapalichthys,Chapalichthys pardalis
887,Actinopterygii,Cypriniformes,Cyprinidae,Nothobranchius,Nothobranchius furzeri
888,Actinopterygii,Cypriniformes,Cyprinidae,Spinibarbus,Spinibarbus sinensis
889,Actinopterygii,Perciformes,Labridae,Halichoeres,Halichoeres trimaculatus
890,Actinopterygii,Atheriniformes,Atherinopsidae,Odontesthes,Odontesthes humensis
891,Actinopterygii,Atheriniformes,Atherinidae,Craterocephalus,Craterocephalus marjoriae
892,Actinopterygii,Perciformes,Teraponidae,Amniataba,Amniataba percoides
893,Actinopterygii,Beloniformes,Adrianichthyidae,Oryzias,Oryzias sinensis
894,Actinopterygii,Characiformes,Characidae,Astyanax,Astyanax lacustris
895,Actinopterygii,Cyprinodontiformes,Rivulidae,Austrolebias,Austrolebias nigrofasciatus
896,Actinopterygii,Cypriniformes,Cyprinidae,Blicca,Blicca bjoerkna
897,Actinopterygii,Perciformes,Odontobutidae,Perccottus,Perccottus glenii
898,Actinopterygii,Mugiliformes,Mugilidae,Mugil,Mugil liza
899,Actinopterygii,Perciformes,Sciaenidae,Atractoscion,Atractoscion nobilis
900,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus guttatus
